SalePrice,SqFtOpenPorch,SqFtEnclosedPorch,SqFtDeck,SqFtFinBasement,SqFtTotLiving_sqrt,x0_Floor_Wall,x0_Gravity,x0_Heat_Pump,x0_Hot_Water,x0_NA,x0_Other,x0_Radiant
737500.0,0,0,0,0,38.98717737923585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810000.0,0,0,220,1440,53.665631459994955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460000.0,0,0,200,210,37.416573867739416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485000.0,170,0,0,360,35.21363372331802,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882500.0,40,0,0,0,51.86520991955976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100000.0,0,0,800,0,60.991802727907626,0.0,0.0,1.0,0.0,0.0,0.0,0.0
650000.0,0,0,60,130,36.46916505762094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748800.0,0,0,240,0,40.74309757492672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550000.0,0,0,0,0,27.748873851023216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650000.0,0,0,0,360,32.863353450309965,0.0,0.0,1.0,0.0,0.0,0.0,0.0
825000.0,0,0,100,0,49.09175083453431,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712575.0,0,0,0,0,35.07135583350036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405000.0,0,0,100,0,28.809720581775867,1.0,0.0,0.0,0.0,0.0,0.0,0.0
658000.0,0,0,280,900,48.579831205964474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432500.0,40,0,0,0,39.496835316262995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392000.0,150,0,50,1010,48.373546489791295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500000.0,60,0,0,0,46.69047011971501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201361.0,110,0,0,970,43.58898943540674,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567000.0,1250,0,0,0,40.496913462633174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540000.0,70,0,590,0,62.12889826803627,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806000.0,0,0,0,0,50.49752469181039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430000.0,80,0,0,0,48.47679857416329,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595000.0,0,0,0,480,39.242833740697165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600000.0,0,0,190,1410,53.103672189407014,0.0,0.0,0.0,1.0,0.0,0.0,0.0
550000.0,0,0,0,0,29.49576240750525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761000.0,0,0,220,520,41.83300132670378,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479000.0,0,0,200,0,34.20526275297414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730000.0,0,0,0,810,45.71651780264984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550000.0,0,0,0,0,37.68288736283355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625000.0,0,0,0,950,45.16635916254486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580000.0,70,0,220,1290,50.79370039680118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500000.0,0,0,0,0,44.721359549995796,0.0,0.0,1.0,0.0,0.0,0.0,0.0
650000.0,0,0,0,0,38.2099463490856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699000.0,0,0,0,0,53.103672189407014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550000.0,0,0,200,0,37.94733192202055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300000.0,0,0,350,800,44.04543109109048,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642000.0,0,0,480,0,35.35533905932738,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397500.0,100,0,100,0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000000.0,0,0,0,940,47.11687595755899,0.0,0.0,0.0,1.0,0.0,0.0,0.0
642000.0,0,0,220,770,46.79743582719036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660000.0,0,0,450,0,39.242833740697165,1.0,0.0,0.0,0.0,0.0,0.0,0.0
740000.0,90,0,0,0,45.93473631142341,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595000.0,0,0,0,0,39.242833740697165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525000.0,0,0,340,0,40.620192023179804,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625000.0,0,0,260,400,34.20526275297414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418000.0,60,0,0,0,38.72983346207417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485000.0,0,0,0,700,51.76871642217914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700000.0,0,0,260,420,40.3732584763727,0.0,0.0,1.0,0.0,0.0,0.0,0.0
424950.0,0,0,100,0,35.35533905932738,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600000.0,120,40,0,0,34.92849839314596,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280000.0,0,0,300,0,32.2490309931942,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530000.0,0,0,0,0,32.55764119219941,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588000.0,0,0,0,0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450000.0,0,0,0,390,41.23105625617661,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441000.0,380,0,100,480,44.384682042344295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689000.0,0,0,0,240,35.77708763999664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379950.0,220,0,520,290,34.20526275297414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498000.0,110,0,0,290,39.496835316262995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960000.0,100,0,140,880,58.309518948453004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784950.0,0,0,0,990,50.695167422546305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457000.0,0,0,0,0,49.39635614091387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367000.0,0,0,0,0,40.124805295477756,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1072000.0,40,0,190,1020,61.48170459575759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349000.0,0,0,0,0,36.46916505762094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775000.0,200,0,0,0,45.93473631142341,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430000.0,0,0,0,0,43.01162633521314,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329500.0,0,0,80,740,45.8257569495584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525500.0,0,0,700,1580,56.92099788303083,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415000.0,50,0,91,0,32.71085446759225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725000.0,210,0,0,0,45.4972526643093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400000.0,80,0,0,360,38.98717737923585,0.0,0.0,0.0,1.0,0.0,0.0,0.0
440000.0,40,0,0,1200,53.665631459994955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249000.0,0,0,0,0,36.87817782917155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700000.0,40,110,50,0,38.2099463490856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587250.0,70,80,160,500,34.64101615137755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630000.0,300,0,0,0,33.46640106136302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699950.0,40,0,0,0,43.474130238568314,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486000.0,80,0,80,0,49.69909455915671,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585000.0,0,0,140,0,59.329587896765304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4704.0,200,0,230,0,37.282703764614496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629000.0,60,0,0,0,39.87480407475377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345000.0,0,0,0,0,40.620192023179804,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690000.0,0,0,0,930,46.26013402488151,0.0,0.0,1.0,0.0,0.0,0.0,0.0
261000.0,110,0,0,0,26.645825188948457,1.0,0.0,0.0,0.0,0.0,0.0,0.0
690000.0,0,0,0,940,43.3589667773576,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1095000.0,40,0,160,1080,54.772255750516614,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414950.0,0,0,0,0,35.21363372331802,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615000.0,0,0,0,0,29.832867780352597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400000.0,0,0,100,0,31.78049716414141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280000.0,110,0,0,0,40.98780306383839,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130000.0,0,120,0,560,33.46640106136302,0.0,0.0,0.0,0.0,0.0,0.0,1.0
881000.0,150,0,290,560,42.30839160261236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411000.0,0,0,130,0,37.013511046643494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390000.0,0,0,0,0,34.20526275297414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412000.0,100,0,150,0,27.386127875258307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855000.0,50,0,180,0,46.58325879540846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369950.0,0,0,0,0,39.496835316262995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1028200.0,120,0,430,850,49.69909455915671,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565000.0,130,0,0,0,55.31726674375732,0.0,0.0,1.0,0.0,0.0,0.0,0.0
615000.0,0,0,0,0,33.015148038438355,0.0,0.0,1.0,0.0,0.0,0.0,0.0
750000.0,0,0,600,0,46.04345773288535,0.0,0.0,1.0,0.0,0.0,0.0,0.0
351000.0,0,0,0,0,32.09361307176243,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398000.0,0,0,60,370,40.8656334834051,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485000.0,0,0,0,0,28.982753492378876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428000.0,280,0,0,0,37.416573867739416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790000.0,60,0,380,0,51.57518783291051,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360000.0,230,0,140,0,37.14835124201342,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480000.0,50,0,0,0,46.151923036857305,0.0,0.0,1.0,0.0,0.0,0.0,0.0
665000.0,180,0,0,0,44.721359549995796,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570000.0,0,0,140,660,42.190046219457976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775000.0,140,0,140,0,43.12771730569565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796000.0,0,0,0,1070,48.16637831516918,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500000.0,0,0,0,0,36.05551275463989,0.0,0.0,1.0,0.0,0.0,0.0,0.0
685000.0,0,0,290,1000,48.579831205964474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420000.0,30,0,590,0,38.8587184554509,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411000.0,0,0,0,330,39.370039370059054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400200.0,70,0,320,0,48.47679857416329,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610000.0,70,0,0,0,29.154759474226502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503000.0,0,0,0,0,34.20526275297414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280000.0,60,0,200,0,32.2490309931942,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419000.0,0,0,80,920,46.58325879540846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650000.0,180,0,0,0,53.291650377896914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512500.0,0,180,120,0,36.60601043544625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
743000.0,40,0,100,810,42.661458015403085,0.0,0.0,1.0,0.0,0.0,0.0,0.0
185844.0,0,0,220,1350,53.38539126015655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665000.0,30,0,0,0,36.3318042491699,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695000.0,0,0,0,0,43.58898943540674,0.0,0.0,1.0,0.0,0.0,0.0,0.0
730000.0,0,0,0,0,43.243496620879306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775000.0,0,0,200,320,36.05551275463989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540000.0,0,0,0,520,38.98717737923585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465000.0,60,0,150,0,38.72983346207417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531000.0,0,0,0,240,36.87817782917155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519500.0,0,0,0,50,36.3318042491699,0.0,0.0,0.0,1.0,0.0,0.0,0.0
675000.0,0,0,0,0,33.61547262794322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600000.0,0,0,280,1400,56.568542494923804,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550000.0,0,0,130,0,40.496913462633174,0.0,0.0,1.0,0.0,0.0,0.0,0.0
525000.0,0,0,0,0,50.49752469181039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659000.0,0,120,280,330,36.193922141707716,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732000.0,0,0,160,780,44.15880433163923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485000.0,0,0,0,0,32.863353450309965,1.0,0.0,0.0,0.0,0.0,0.0,0.0
539950.0,120,0,0,0,42.30839160261236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610000.0,0,0,0,820,40.496913462633174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327500.0,100,0,0,0,33.015148038438355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445000.0,80,0,120,0,38.47076812334269,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800000.0,90,0,100,410,45.05552130427524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748000.0,640,0,80,0,50.19960159204453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825000.0,0,0,310,0,46.79743582719036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498000.0,0,0,300,0,35.63705936241092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763500.0,0,0,260,770,43.243496620879306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547100.0,0,0,350,0,39.242833740697165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849950.0,40,0,0,0,46.9041575982343,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749950.0,40,0,300,0,46.36809247747852,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490000.0,0,0,210,530,40.24922359499622,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465000.0,40,0,160,0,49.59838707054898,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392000.0,40,0,156,0,38.72983346207417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667500.0,0,0,0,0,44.15880433163923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399950.0,0,0,0,1230,49.59838707054898,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556500.0,0,0,0,0,38.2099463490856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356000.0,0,0,0,0,35.35533905932738,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697000.0,80,0,0,0,52.05766033928148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310000.0,0,0,0,0,32.55764119219941,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549000.0,0,50,360,0,35.07135583350036,0.0,0.0,1.0,0.0,0.0,0.0,0.0
619500.0,150,0,0,0,56.0357029044876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739950.0,80,0,250,800,42.89522117905443,1.0,0.0,0.0,0.0,0.0,0.0,0.0
440000.0,60,0,0,0,47.01063709417264,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715000.0,20,70,420,570,42.190046219457976,0.0,0.0,1.0,0.0,0.0,0.0,0.0
555500.0,0,0,300,0,34.64101615137755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295000.0,0,0,160,1010,44.94441010848846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440000.0,0,0,0,0,28.106938645110393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664000.0,110,0,0,0,37.013511046643494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675000.0,0,0,0,0,44.04543109109048,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305000.0,70,0,0,0,34.058772731852805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370000.0,50,0,210,0,38.2099463490856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474500.0,0,0,0,0,39.11521443121589,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1049999.0,90,0,0,0,54.86346689738081,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850000.0,0,0,0,0,49.09175083453431,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730000.0,0,0,0,1010,45.60701700396552,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470000.0,60,0,80,1080,48.062459362791664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839000.0,140,0,260,0,40.98780306383839,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566500.0,40,0,0,70,32.71085446759225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715000.0,0,0,0,0,35.07135583350036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845000.0,30,0,0,0,50.59644256269407,0.0,0.0,1.0,0.0,0.0,0.0,0.0
606000.0,0,0,420,530,41.10960958218893,0.0,0.0,1.0,0.0,0.0,0.0,0.0
875000.0,0,80,320,0,42.77849927241488,0.0,0.0,1.0,0.0,0.0,0.0,0.0
540000.0,0,0,120,800,44.721359549995796,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520000.0,0,0,250,850,47.958315233127195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332000.0,0,0,0,1050,46.151923036857305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540000.0,140,0,0,0,50.79370039680118,0.0,0.0,1.0,0.0,0.0,0.0,0.0
800000.0,0,0,120,900,45.05552130427524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633500.0,160,0,390,1430,54.037024344425184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765000.0,140,0,0,0,38.8587184554509,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650000.0,60,0,0,0,53.75872022286245,0.0,0.0,1.0,0.0,0.0,0.0,0.0
475000.0,0,0,140,1080,47.74934554525329,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575000.0,50,0,1010,730,45.387222871640866,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665000.0,150,0,70,80,34.351128074635334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535000.0,0,0,170,0,52.24940191045253,0.0,0.0,0.0,0.0,0.0,0.0,0.0
865000.0,110,0,500,240,49.09175083453431,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420000.0,0,0,60,280,38.47076812334269,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699000.0,50,0,0,0,42.5440947723653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675000.0,60,0,80,540,36.05551275463989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495000.0,0,0,0,0,27.92848008753788,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655000.0,0,0,180,0,41.71330722922842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415000.0,0,0,130,0,27.386127875258307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599500.0,0,0,0,350,33.46640106136302,0.0,0.0,0.0,1.0,0.0,0.0,0.0
435000.0,0,0,0,0,50.79370039680118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25652.0,70,0,120,0,62.20128616033595,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615000.0,0,0,0,0,34.49637662132068,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362000.0,0,0,80,480,39.496835316262995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700000.0,250,0,250,1430,65.72670690061993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1060000.0,240,0,0,0,53.19774431308154,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375000.0,0,0,380,0,40.74309757492672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575000.0,0,0,280,0,38.2099463490856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520000.0,0,0,50,600,43.243496620879306,0.0,0.0,1.0,0.0,0.0,0.0,0.0
667000.0,50,0,60,0,58.90670590009256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305000.0,0,0,180,0,43.01162633521314,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460000.0,0,0,50,420,30.331501776206203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
950000.0,330,0,0,0,54.954526656136345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383000.0,0,0,0,0,41.47288270665544,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305000.0,0,0,0,0,32.4037034920393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783000.0,210,0,0,0,38.47076812334269,0.0,0.0,1.0,0.0,0.0,0.0,0.0
536000.0,0,0,200,0,36.60601043544625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
